"ID";"global_id";"FullName";"ShortName";"INN";"OKPO";"AdmArea";"District";"Address";"Category";"Specialization";"OKVED";"OKVED_Description";"geoData";
"96";"169195938";"Акционерное общество «Издательство «Детская литература»";"АО «Издательство «Детская литература»";"7715608368";"2445812";"Северный административный округ";"район Аэропорт";"улица Черняховского, дом 5";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.11";"Издание книг";"{type=Point, coordinates=[37.532408365, 55.803179648]}";
"98";"169195940";"ИЗДАТЕЛЬСТВО «ЮРИДИЧЕСКАЯ ЛИТЕРАТУРА»";"ИЗДАТЕЛЬСТВО «ЮРИДИЧЕСКАЯ ЛИТЕРАТУРА»";"7703013158";"2425494";"Центральный административный округ";"Пресненский район";"Малая Никитская улица, дом 19";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.14";"Издание журналов и периодических изданий";"{type=Point, coordinates=[37.590717078, 55.758416725]}";
"99";"169195941";"Общество с ограниченной ответственностью «АКТИОН-ПРЕСС»";"ООО «АКТИОН-ПРЕСС»";"7702272022";"51270149";"Северный административный округ";"Тимирязевский район";"Локомотивный проезд, дом 21А";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.14";"Издание журналов и периодических изданий";"{type=Point, coordinates=[37.572883511, 55.845198366]}";
"100";"169195942";"Общество с ограниченной ответственностью «ИЗДАТЕЛЬСТВО «ЭКСМО»";"ООО «ИЗДАТЕЛЬСТВО «ЭКСМО»";"7708188426";"58058553";"Северный административный округ";"Хорошёвский район";"улица Зорге, дом 1";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.11";"Издание книг";"{type=Point, coordinates=[37.512310122, 55.778681715]}";
"102";"169196332";"Общество с ограниченной ответственностью «ПРОФЕССИОНАЛЬНОЕ ИЗДАТЕЛЬСТВО»";"ООО «ПРОФЕССИОНАЛЬНОЕ ИЗДАТЕЛЬСТВО»";"7702336357";"58742158";"Центральный административный округ";"Тверской район";"Новослободская улица, дом 18";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"";"58.14";"Издание журналов и периодических изданий";"{type=Point, coordinates=[37.599387184, 55.782307775]}";
"108";"169196089";"Общество с ограниченной ответственностью «ИЗДАТЕЛЬСКИЙ ЦЕНТР АКАДЕМИЯ»";"ООО «ИЗДАТЕЛЬСКИЙ ЦЕНТР АКАДЕМИЯ»";"7717143414";"14625034";"Северо-Восточный административный округ";"Останкинский район";"проспект Мира, дом 101В, строение 1";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.11";"Издание книг";"{type=Point, coordinates=[37.632830239, 55.812835237]}";
"109";"169196090";"Автономная некоммерческая организация «ПАРЛАМЕНТСКАЯ ГАЗЕТА»";"АНО «ПАРЛАМЕНТСКАЯ ГАЗЕТА»";"7714318592";"48500143";"Северный административный округ";"район Беговой";"1-я улица Ямского Поля, дом 28";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58";"Деятельность издательская";"{type=Point, coordinates=[37.585751703, 55.7838994]}";
"110";"169196091";"Открытое акционерное общество «Окружная газета ЮЗАО»";"ОАО «Окружная газета ЮЗАО»";"7727731609";"45928662";"Юго-Западный административный округ";"район Котловка";"Нагорная улица, дом 26, корпус 1";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58";"Деятельность издательская";"{type=Point, coordinates=[37.59869038, 55.676544952]}";
"114";"169196095";"Общество с ограниченной ответственностью «РЕДАКЦИЯ ГАЗЕТЫ «СОЛИДАРНОСТЬ»";"ООО «РЕДАКЦИЯ ГАЗЕТЫ «СОЛИДАРНОСТЬ»";"7702249584";"492776";"Центральный административный округ";"Мещанский район";"Протопоповский переулок, дом 25";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.13";"Издание газет";"{type=Point, coordinates=[37.64003643, 55.78022153]}";
"115";"169196096";"Закрытое акционерное общество «РЕДАКЦИЯ «НЕЗАВИСИМОЙ ГАЗЕТЫ»";"ЗАО «РЕДАКЦИЯ «НЕЗАВИСИМОЙ ГАЗЕТЫ»";"7708093333";"45125360";"Центральный административный округ";"Красносельский район";"Мясницкая улица, дом 13, строение 3";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.13";"Издание газет";"{type=Point, coordinates=[37.634225565, 55.762461941]}";
"116";"169196097";"Общество с ограниченной ответственностью «БИЗНЕСПРЕСС»";"ООО «БИЗНЕСПРЕСС»";"7702611677";"96504225";"Юго-Западный административный округ";"Обручевский район";"Профсоюзная улица, дом 78, строение 1";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58";"Деятельность издательская";"{type=Point, coordinates=[37.540765587, 55.659454071]}";
"118";"169196099";"Закрытое акционерное общество ИД «ЭКОНОМИЧЕСКАЯ ГАЗЕТА»";"ЗАО ИД «ЭКОНОМИЧЕСКАЯ ГАЗЕТА»";"7714081262";"11574520";"Северный административный округ";"район Аэропорт";"улица Черняховского, дом 16";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.11";"Издание книг";"{type=Point, coordinates=[37.5412108, 55.807089345]}";
"119";"169196100";"Закрытое акционерное общество «РЕДАКЦИЯ ГАЗЕТЫ «МОСКОВСКИЙ КОМСОМОЛЕЦ»";"ЗАО «РЕДАКЦИЯ ГАЗЕТЫ «МОСКОВСКИЙ КОМСОМОЛЕЦ»";"7703046121";"17526410";"Центральный административный округ";"Пресненский район";"улица 1905 Года, дом 7";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.13";"Издание газет";"{type=Point, coordinates=[37.559044253, 55.762026176]}";
"120";"169196101";"Федеральное государственное унитарное предприятие «РЕДАКЦИЯ «РОССИЙСКОЙ ГАЗЕТЫ»";"ФГБУ «РЕДАКЦИЯ «РОССИЙСКОЙ ГАЗЕТЫ»";"7714024842";"17045656";"Северный административный округ";"район Беговой";"улица Правды, дом 24";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.13";"Издание газет";"{type=Point, coordinates=[37.581776053, 55.787738199]}";
"121";"169196102";"Акционерное общество «ИЗДАТЕЛЬСТВО «РОССИЙСКАЯ ГАЗЕТА»";"АО «ИЗДАТЕЛЬСТВО «РОССИЙСКАЯ ГАЗЕТА»";"7714010896";"35258640";"Северный административный округ";"район Беговой";"улица Правды, дом 24";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.13";"Издание газет";"{type=Point, coordinates=[37.581776053, 55.787738199]}";
"122";"169196104";"Автономная некоммерческая организация «Редакция газеты «Правда»";"АНО «Редакция газеты «Правда»";"7714033766";"11424111";"Северный административный округ";"район Беговой";"улица Правды, дом 24";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.13";"Издание газет";"{type=Point, coordinates=[37.581776053, 55.787738199]}";
"123";"169196105";"Закрытое акционерное общество «ГАЗЕТА «НОВЫЕ ИЗВЕСТИЯ»";"ЗАО «ГАЗЕТА «НОВЫЕ ИЗВЕСТИЯ»";"7704262781";"14653071";"Западный административный округ";"район Фили-Давыдково";"улица Артамонова, дом 16, корпус 3";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.13";"Издание газет";"{type=Point, coordinates=[37.453606634, 55.719812156]}";
"124";"169196106";"Закрытое акционерное общество «Редакция газеты «Московская правда»";"ЗАО «Редакция газеты «Московская правда»";"7703007644";"17277237";"Центральный административный округ";"Пресненский район";"улица 1905 Года, дом 7";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"63.91";"Деятельность информационных агентств";"{type=Point, coordinates=[37.559044253, 55.762026176]}";
"125";"169196107";"Акционерное общество «АРГУМЕНТЫ И ФАКТЫ»";"АО «АРГУМЕНТЫ И ФАКТЫ»";"7701103751";"5839871";"Восточный административный округ";"район Преображенское";"Электрозаводская улица, дом 27";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.13";"Издание газет";"{type=Point, coordinates=[37.706897748, 55.790743419]}";
"126";"169196108";"Общество с ограниченной ответственностью «РЕДАКЦИЯ ГАЗЕТЫ «СОВЕТСКИЙ СПОРТ»";"ООО «РЕДАКЦИЯ ГАЗЕТЫ «СОВЕТСКИЙ СПОРТ»";"7714945755";"9863949";"Северный административный округ";"Савёловский район";"Старый Петровско-Разумовский проезд, дом 1/23, строение 1";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.13";"издание газет";"{type=Point, coordinates=[37.565324708, 55.80028442]}";
"127";"169196109";"Акционерное общество «СК Пресс»";"АО «СК Пресс»";"7707010704";"40090645";"Центральный административный округ";"Таганский район";"Марксистская улица, дом 34, корпус 10";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.14";"Издание журналов и периодических изданий";"{type=Point, coordinates=[37.664349078, 55.733782762]}";
"128";"169196110";"Общество с ограниченной ответственностью «ИНФЛАЙТ ИНТЕРТЕЙМЕНТ ГРУПП»";"ООО «ИНФЛАЙТ ИНТЕРТЕЙМЕНТ ГРУПП»";"7705849678";"87567899";"Центральный административный округ";"район Замоскворечье";"Пятницкая улица, дом 71/5, строение 6";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.14";"Издание журналов и периодических изданий";"{type=Point, coordinates=[37.628569987, 55.731252935]}";
"130";"169196112";"Общество с ограниченной ответственностью «КОМПАНИЯ АФИША»";"ООО «КОМПАНИЯ АФИША»";"7710861670";"49939390";"Центральный административный округ";"Тверской район";"пер. Гнездниковский Б., д. 7/28 стр. 1";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.14";"Издание журналов и периодических изданий";"{type=Point, coordinates=[37.605223971, 55.763512211]}";
"132";"169196114";"Общество с ограниченной ответственностью Деловая газета «ВЗГЛЯД»";"ООО Деловая газета «ВЗГЛЯД»";"7707801801";"9260352";"Центральный административный округ";"Тверской район";"Угловой переулок, дом 2";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.14";"Издание журналов и периодических изданий";"{type=Point, coordinates=[37.589094578, 55.785110406]}";
"133";"169196115";"Общество с ограниченной ответственностью «ПМХ»";"ООО «ПМХ»";"7717005710";"11388912";"Юго-Восточный административный округ";"район Печатники";"2-й Южнопортовый проезд, дом 27А, строение 1";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"73.11";"Деятельность рекламных агентств";"{type=Point, coordinates=[37.691861263, 55.704826321]}";
"134";"169196116";"Закрытое акционерное общество «Издательство СЕМЬ ДНЕЙ»";"ЗАО «Издательство СЕМЬ ДНЕЙ»";"7703038770";"42725020";"Северный административный округ";"Войковский район";"шоссе Ленинградское, д. 5 А";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.14";"Издание журналов и периодических изданий";"{type=Point, coordinates=[37.499009899, 55.815552271]}";
"135";"169196117";"Общество с ограниченной ответственностью «ЛЕНТА.РУ»";"ООО «ЛЕНТА.РУ»";"7725665118";"52805285";"Южный административный округ";"Даниловский район";"улица Ленинская Слобода, дом 26, строение 1";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.14";"Издание журналов и периодических изданий";"{type=Point, coordinates=[37.653817679, 55.709821027]}";
"137";"169196119";"Закрытое акционерное общество «Издательство «НЕФТЯНОЕ ХОЗЯЙСТВО»";"ЗАО «Издательство «НЕФТЯНОЕ ХОЗЯЙСТВО»";"7706012770";"29213998";"Центральный административный округ";"район Якиманка";"Софийская набережная, дом 26/1";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.14";"Издание журналов и периодических изданий";"{type=Point, coordinates=[37.619801374, 55.747671511]}";
"138";"169196120";"Открытое акционерное общество «ОБЪЕДИНЕННАЯ РЕДАКЦИЯ ИЗДАНИЙ МЭРА И ПРАВИТЕЛЬСТВА МОСКВЫ»";"ОАО «ОБЪЕДИНЕННАЯ РЕДАКЦИЯ ИЗДАНИЙ МЭРА И ПРАВИТЕЛЬСТВА МОСКВЫ»";"7703285779";"11267752";"Центральный административный округ";"Пресненский район";"улица 1905 Года, дом 7";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.14";"Издание журналов и периодических изданий";"{type=Point, coordinates=[37.559044253, 55.762026176]}";
"139";"169196121";"Общество с ограниченной ответственностью «Хёрст Шкулёв Медиа»";"ООО «Хёрст Шкулёв Медиа»";"7708183322";"58011310";"Южный административный округ";"Донской район";"улица Шаболовка, дом 31, строение Б";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.14";"Издание журналов и периодических изданий";"{type=Point, coordinates=[37.614343311, 55.720741584]}";
"140";"169196122";"Автономная некоммерческая организация «РЕДАКЦИЯ ЖУРНАЛА «НАУКА И ЖИЗНЬ»";"АНО «РЕДАКЦИЯ ЖУРНАЛА «НАУКА И ЖИЗНЬ»";"7701019250";"20748491";"Центральный административный округ";"Басманный район";"Мясницкая улица, дом 24/7, строение 1";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.14";"Издание журналов и периодических изданий";"{type=Point, coordinates=[37.635630765, 55.762488048]}";
"141";"169196123";"Закрытое акционерное общество «БИЗНЕС НЬЮС МЕДИА»";"ЗАО «БИЗНЕС НЬЮС МЕДИА»";"7712108141";"18941341";"Северо-Восточный административный округ";"район Марьина Роща";"Полковая улица, дом 3, строение 1";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.14";"Издание журналов и периодических изданий";"{type=Point, coordinates=[37.604643194, 55.798296485]}";
"142";"169196124";"Общество с ограниченной ответственностью «ПРАЙС ЭКСПРЕСС»";"ООО «ПРАЙС ЭКСПРЕСС»";"7736172273";"46855327";"Южный административный округ";"Даниловский район";"улица Ленинская Слобода, дом 23, строение 1";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.14";"Издание журналов и периодических изданий";"{type=Point, coordinates=[37.648704044, 55.70549352]}";
"143";"169196125";"Открытое акционерное общество «МОСКОВСКАЯ СПЕЦИАЛИЗИРОВАННАЯ ТИПОГРАФИЯ №27»";"ОАО «МОСКОВСКАЯ СПЕЦИАЛИЗИРОВАННАЯ ТИПОГРАФИЯ №27»";"7715619088";"2424744";"Северо-Восточный административный округ";"район Северное Медведково";"Полярная улица, дом 33Б";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"18.1";"Деятельность полиграфическая и предоставление услуг в этой области";"{type=Point, coordinates=[37.639908084, 55.890021906]}";
"144";"169196126";"Открытое акционерное общество «МОСКОВСКАЯ ГАЗЕТНАЯ ТИПОГРАФИЯ»";"ОАО «МОСКОВСКАЯ ГАЗЕТНАЯ ТИПОГРАФИЯ»";"7703649183";"84011894";"Центральный административный округ";"Пресненский район";"улица 1905 Года, дом 7, строение 1";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"18.11";"Печатание газет";"{type=Point, coordinates=[37.559044253, 55.762026176]}";
"145";"169196127";"Акционерное общество ""Гознак""";"АО ""ГОЗНАК""";"7813352058";"2250215";"Южный административный округ";"Даниловский район";"улица Даниловский Вал, дом 1";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"18.12";"Прочие виды полиграфической деятельности";"{type=Point, coordinates=[37.624024908, 55.71229639]}";
"146";"169196128";"Акционерное общество «МОСКОВСКИЕ УЧЕБНИКИ»";"АО «МОСКОВСКИЕ УЧЕБНИКИ»";"7714033283";"40262170";"Северный административный округ";"Хорошёвский район";"улица Зорге, дом 15";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"18.12";"Прочие виды полиграфической деятельности";"{type=Point, coordinates=[37.508268808, 55.785533734]}";
"147";"169196129";"Акционерное общество «Финпол»";"АО «Финпол»";"7710659496";"2250184";"Центральный административный округ";"Тверской район";"Большой Черкасский переулок, дом 15-17, строение 1";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58.19";"Виды издательской деятельности прочие";"{type=Point, coordinates=[37.627472463, 55.75647448]}";
"148";"169196130";"Общество с ограниченной ответственностью «ИПТК «Логосвос»";"ООО «ИПТК «Логосвос»";"7717102400";"5178197";"Северо-Восточный административный округ";"Алексеевский район";"Маломосковская улица, дом 8, корпус 2";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"18.12";"Прочие виды полиграфической деятельности";"{type=Point, coordinates=[37.644341366, 55.811793407]}";
"149";"169196131";"Открытое акционерное общество «Щербинская типография»";"ОАО «Щербинская типография»";"7727237735";"221439";"Юго-Западный административный округ";"район Южное Бутово";"Типографская улица, дом 10";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"18.12";"Прочие виды полиграфической деятельности";"{type=Point, coordinates=[37.591200139, 55.507887649]}";
"150";"169196132";"Общество с ограниченной ответственностью «МИДИ ПРИНТ»";"ООО «МИДИ ПРИНТ»";"7702688800";"32448765";"Восточный административный округ";"район Соколиная Гора";"Вольная улица, дом 35";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"18.12";"Прочие виды полиграфической деятельности";"{type=Point, coordinates=[37.737292261, 55.77793959]}";
"151";"169196133";"Акционерное общество «ПК «ПУШКИНСКАЯ ПЛОЩАДЬ»";"АО «ПК «ПУШКИНСКАЯ ПЛОЩАДЬ»";"7723193075";"58116345";"Юго-Восточный административный округ";"район Печатники";"Шоссейная улица, дом 4Д";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"18.12";"Прочие виды полиграфической деятельности";"{type=Point, coordinates=[37.723423094, 55.697594808]}";
"152";"169196134";"Акционерное общество «Линия График»";"АО «Линия График»";"7723010613";"27960314";"Юго-Восточный административный округ";"район Люблино";"Совхозная улица, дом 2";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"18.12";"Прочие виды полиграфической деятельности";"{type=Point, coordinates=[37.74284322, 55.668324489]}";
"153";"169196135";"Общество с ограниченной ответственностью «ПЕРВЫЙ ПЕЧАТНЫЙ ДВОР»";"ООО «ПЕРВЫЙ ПЕЧАТНЫЙ ДВОР»";"7743091699";"40118487";"Северный административный округ";"Войковский район";"6-й Новоподмосковный переулок, дом 4";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"18.12";"Прочие виды полиграфической деятельности";"{type=Point, coordinates=[37.5140028, 55.82304868]}";
"154";"169196136";"Акционерное общество «ПЕРВАЯ ОБРАЗЦОВАЯ ТИПОГРАФИЯ»";"АО «ПЕРВАЯ ОБРАЗЦОВАЯ ТИПОГРАФИЯ»";"7705709543";"2424595";"Центральный административный округ";"район Замоскворечье";"Валовая улица, дом 28";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"18.12";"Прочие виды полиграфической деятельности";"{type=Point, coordinates=[37.628216403, 55.730654996]}";
"155";"169196137";"Общество с ограниченной ответственностью «РДВ-МЕДИА»";"ООО «РДВ-МЕДИА»";"7709347485";"57068555";"Центральный административный округ";"Таганский район";"Малый Дровяной переулок, дом 3, строение 1";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58";"Деятельность издательская";"{type=Point, coordinates=[37.656903215, 55.745337071]}";
"157";"169196139";"Общество с ограниченной ответственностью «Полиграф-защита СПб»";"ООО «Полиграф-защита СПб»";"7723683270";"88441404";"Юго-Восточный административный округ";"район Печатники";"Южнопортовая улица, дом 24";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"18.12";"Прочие виды полиграфической деятельности";"{type=Point, coordinates=[37.691588352, 55.705922681]}";
"159";"169196141";"Общество с ограниченной ответственностью «Московское УПП № 8 ВОС»";"ООО «Московское УПП № 8 ВОС»";"7718023494";"3964891";"Восточный административный округ";"район Богородское";"4-я Гражданская улица, дом 33/1";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"18.12";"Прочие виды полиграфической деятельности";"{type=Point, coordinates=[37.714593653, 55.810461674]}";
"160";"169196142";"Общество с ограниченной ответственностью ФИРМА «АЛЬФА-ДИЗАЙН»";"ООО ФИРМА «АЛЬФА-ДИЗАЙН»";"7717002815";"34604838";"Северо-Восточный административный округ";"район Ростокино";"Сельскохозяйственная улица, дом 11, корпус 3";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"18.12";"Прочие виды полиграфической деятельности";"{type=Point, coordinates=[37.642558124, 55.834931549]}";
"161";"169196143";"Федеральное государственное унитарное предприятие ИЗДАТЕЛЬСТВО «ИЗВЕСТИЯ»";"ФГУП ИЗДАТЕЛЬСТВО «ИЗВЕСТИЯ»";"7710207002";"18246109";"Северо-Восточный административный округ";"Бутырский район";"улица Добролюбова, дом 6";"Целлюлозно-бумажная промышленность, издательская и полиграфическая деятельность";"Издательство";"58";"Деятельность издательская";"{type=Point, coordinates=[37.597092408, 55.809415211]}";
"163";"169196145";"Акционерное общество «КОНЦЕРН ЗНАК»";"АО «КОНЦЕРН ЗНАК»";"5904001222";"26603411";"Южный административный округ";"район Нагатино-Садовники";"Нагатинская улица, дом 1, строение 2";"Производство готовых металлических изделий";"Металлобработка";"25.50.1";"Предоставление услуг по ковке, прессованию, объемной и листовой штамповке и профилированию листового металла";"{type=Point, coordinates=[37.625200496, 55.682417891]}";
"165";"169196147";"Акционерное общество «ГАЗПРОМНЕФТЬ - МНПЗ»";"АО «ГАЗПРОМНЕФТЬ - МНПЗ»";"7723006328";"5766623";"Юго-Восточный административный округ";"район Капотня";"2-й квартал Капотня, дом 1, корпус 3";"Нефтепереработка";"Нефтеперерабатывающая промышленность";"19.20";"Производство нефтепродуктов";"{type=Point, coordinates=[37.797682929, 55.643849391]}";
"166";"169196148";"Акционерное общество «МНМЗ»";"АО «МНМЗ»";"7716127353";"5766729";"Северо-Восточный административный округ";"Ярославский район";"проспект Мира, дом 222";"Нефтепереработка";"Нефтеперерабатывающая промышленность";"19.20";"Производство нефтепродуктов";"{type=Point, coordinates=[37.664734217, 55.842609168]}";
"167";"169196149";"Публичное акционерное общество «НК «РОСНЕФТЬ»-МЗ»НЕФТЕПРОДУКТ»";"ПАО «НК «РОСНЕФТЬ»-МЗ»НЕФТЕПРОДУКТ»";"7720065580";"148613";"Восточный административный округ";"район Перово";"шоссе Энтузиастов, дом 40";"Нефтепереработка";"Нефтеперерабатывающая промышленность";"19.20";"Производство нефтепродуктов";"{type=Point, coordinates=[37.741504085, 55.753882624]}";
"168";"169196150";"Закрытое акционерное общество «ЛОГИКА»";"ЗАО «ЛОГИКА»";"7735000722";"7604095";"Зеленоградский административный округ";"район Старое Крюково";"г. Зеленоград, пр-д 4922, д. 2, стр. 5, Южная промзона";"Химическая промышленность";"Химическая промышленность";"20.11";"Производство промышленных газов";"{type=Point, coordinates=[37.219613687, 55.981778457]}";
"169";"169196151";"Открытое акционерное общество «Аурат»";"ОАО «Аурат»";"7711026048";"205067";"Северный административный округ";"Головинский район";"4-й Лихачёвский переулок, дом 6";"Химическая промышленность";"Химическая промышленность";"20.13";"Производство прочих основных неорганических химических веществ";"{type=Point, coordinates=[37.531335878, 55.85504793]}";
"170";"169196152";"Общество с ограниченной ответственностью «НПП «НЕФТЕХИМИЯ»";"ООО «НПП «НЕФТЕХИМИЯ»";"7723332561";"14596232";"Юго-Восточный административный округ";"район Капотня";"2-й квартал Капотня, дом 1, корпус 36";"Химическая промышленность";"Химическая промышленность";"20.16";"Производство пластмасс и синтетических смол в первичных формах";"{type=Point, coordinates=[37.817564278, 55.644428951]}";
"171";"169196153";"Общество с ограниченной ответственностью «НПП «ПОЛИПЛАСТИК»";"ООО «НПП «ПОЛИПЛАСТИК»";"7729729355";"11378612";"Западный административный округ";"район Очаково-Матвеевское";"улица Генерала Дорохова, дом 14, строение 1";"Химическая промышленность";"Химическая промышленность";"20.16";"Производство пластмасс и синтетических смол в первичных формах";"{type=Point, coordinates=[37.446174396, 55.701029881]}";
"172";"169196154";"Открытое акционерное общество «МОСХИМФАРМПРЕПАРАТЫ» ИМ. Н.А.СЕМАШКО»";"ОАО «МОСХИМФАРМПРЕПАРАТЫ» ИМ. Н.А.СЕМАШКО»";"7705721727";"480359";"Центральный административный округ";"Таганский район";"улица Большие Каменщики, дом 9";"Химическая промышленность";"Химическая промышленность";"21.10";"Производство фармацевтических субстанций";"{type=Point, coordinates=[37.656255406, 55.738706121]}";
"173";"169196155";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ «МОСКОВСКИЙ ЭНДОКРИННЫЙ
ЗАВОД»";"ФГУП «МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД»";"7722059711";"40393587";"Юго-Восточный административный округ";"Нижегородский район";"Новохохловская улица, дом 25";"Химическая промышленность";"Химическая промышленность";"21.20";"Производство лекарственных препаратов и материалов, применяемых в медицинских целях";"{type=Point, coordinates=[37.717570662, 55.726429397]}";
"174";"169196156";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ
ОТВЕТСТВЕННОСТЬЮ «СЕРВЬЕ РУС»";"ООО «СЕРВЬЕ РУС»
";"5036050808";"59355394";"Троицкий административный округ";"поселение Краснопахорское";"город Москва, поселение Краснопахорское, квартал № 158, владение 2, строение 1";"Химическая промышленность";"Химическая промышленность";"21.10";"Производство фармацевтических субстанций";"{type=Point, coordinates=[37.324551141576, 55.430346993375]}";
"175";"169196157";"Закрытое акционерное общество «МОСКОВСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА»";"ЗАО «МОСКОВСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА»";"7711049567";"1899876";"Северный административный округ";"район Коптево";"Фармацевтический проезд, дом 1";"Химическая промышленность";"Химическая промышленность";"21.10";"Производство фармацевтических субстанций";"{type=Point, coordinates=[37.513930832, 55.83301493]}";
"176";"169196158";"Закрытое акционерное общество «ФАРМЦЕНТР ВИЛАР»";"ЗАО «ФАРМЦЕНТР ВИЛАР»";"7727206487";"58171769";"Юго-Западный административный округ";"район Северное Бутово";"улица Грина, дом 7, строение 26";"Химическая промышленность";"Химическая промышленность";"21.10";"Производство фармацевтических субстанций";"{type=Point, coordinates=[37.60010757, 55.56508333]}";
"177";"169196159";"Федеральное государственное унитарное предприятие «ГОСЗМП»";"ФГУП «ГОСЗМП»";"7720233097";"18649014";"Восточный административный округ";"район Соколиная Гора";"шоссе Энтузиастов, дом 23";"Химическая промышленность";"Химическая промышленность";"21.10";"Производство фармацевтических субстанций";"{type=Point, coordinates=[37.729272952, 55.754445296]}";
"178";"169196160";"Общество с ограниченной ответственностью «ИЗВАРИНО ФАРМА»";"ООО «ИЗВАРИНО ФАРМА»";"5003022562";"46454568";"Западный административный округ";"район Внуково";"д.Изварино, террритория ВНЦМДЛ внуковское шоссе, стр 1";"Химическая промышленность";"Химическая промышленность";"21.20.1";"Производство лекарственных препаратов";"{type=Point, coordinates=[37.264980213, 55.613764199]}";
"179";"169196161";"Общество с ограниченной ответственностью «ФЕРОН»";"ООО «ФЕРОН»";"7733047394";"23207198";"Северо-Западный административный округ";"район Щукино";"улица Гамалеи, дом 18, корпус А";"Химическая промышленность";"Химическая промышленность";"21.20.1";"Производство лекарственных препаратов";"{type=Point, coordinates=[37.457971339, 55.801863563]}";
