"ID";"LibraryName";"AdmArea";"District";"Address";"NumberOfAccessPoints";"WiFiName";"CoverageArea";"FunctionFlag";"AccessFlag";"Password";"Latitude_WGS84";"Longitude_WGS84";"global_id";"geodata_center";"geoarea";
"64";"Государственное бюджетное учреждение культуры города Москвы «Центральная Городская Деловая Библиотека»";"Северо-Восточный административный округ";"Алексеевский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, улица Бориса Галушкина, дом 19, корпус 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.822503";"37.661293";"880036124";"01010000007009C03FA5D4424052EE3EC747E94B40";"";
"65";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №179";"Юго-Западный административный округ";"Ломоносовский район";"город Москва, улица Вавилова, дом 86";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.676940";"37.541090";"880036125";"0101000000A818E76F42C5424058AD4CF8A5D64B40";"";
"66";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Библиотека №234";"Северо-Западный административный округ";"район Покровское-Стрешнево";"город Москва, улица Габричевского, дом 8";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.815767";"37.459110";"880036126";"01010000001FA2D11DC4BA4240F913950D6BE84B40";"";
"12";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Детская библиотека №211 «Пионер»";"Западный административный округ";"район Дорогомилово";"город Москва, Большая Дорогомиловская улица, дом 7";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.746051";"37.556927";"880036127";"010100000034A1496249C74240F51263997EDF4B40";"";
"67";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №146";"Южный административный округ";"район Орехово-Борисово Северное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Северное, улица Генерала Белова, дом 29, корпус 3";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.614953";"37.722657";"880036128";"0101000000DC9C4A0680DC4240DEC9A7C7B6CE4B40";"";
"13";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №1 имени Александра Сергеевича Грибоедова";"Центральный административный округ";"Мещанский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, Большая Переяславская улица, дом 15";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.786759";"37.640048";"880036129";"010100000063EFC517EDD14240B66AD784B4E44B40";"";
"68";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №212 имени Тараса Григорьевича Шевченко";"Западный административный округ";"район Дорогомилово";"город Москва, улица Генерала Ермолова, дом 6";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.737557";"37.516368";"880036130";"0101000000B859BC5818C24240CBF78C4468DE4B40";"";
"14";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №13 имени Николая Гавриловича Чернышевского";"Центральный административный округ";"район Замоскворечье";"город Москва, Большая Татарская улица, дом 32";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.738328";"37.633113";"880036131";"010100000013D6C6D809D142404DDC2A8881DE4B40";"";
"69";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №217";"Западный административный округ";"район Раменки";"город Москва, улица Довженко, дом 6";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.721807";"37.513610";"880036132";"01010000000473F4F8BDC142400E83F92B64DC4B40";"";
"15";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Центральная библиотека №70 имени Михаила Александровича Шолохова";"Восточный административный округ";"район Преображенское";"город Москва, Большая Черкизовская улица, дом 18/1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.797918";"37.730401";"880036133";"01010000009CFBABC77DDD4240E371512D22E64B40";"";
"70";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Центральная библиотека №21";"Северный административный округ";"Войковский район";"город Москва, улица Клары Цеткин, дом 11, корпус 1";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.819274";"37.516546";"880036134";"01010000009770E82D1EC24240473B6EF8DDE84B40";"";
"16";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» «Центральная библиотека №15 имени Василия Осиповича Ключевского";"Центральный административный округ";"Таганский район";"город Москва, Большой Факельный переулок, дом 3, строение 2";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.742630";"37.663692";"880036135";"0101000000F44E05DCF3D44240A583F57F0EDF4B40";"";
"71";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №83";"Восточный административный округ";"район Северное Измайлово";"город Москва, улица Константина Федина, дом 2, корпус 1";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.806009";"37.791405";"880036136";"0101000000087250C24CE542400EA48B4D2BE74B40";"";
"17";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СВАО» Библиотека №61";"Северо-Восточный административный округ";"Бабушкинский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бабушкинский, Верхоянская улица, дом 6, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.858422";"37.669261";"880036137";"01010000007FBE2D58AAD542405D15A8C5E0ED4B40";"";
"72";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Детская библиотека №43 Культурный центр Виктора Юзефовича Драгунского";"Северный административный округ";"Хорошёвский район";"город Москва, улица Куусинена, дом 17, корпус 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.785655";"37.511751";"880036138";"0101000000FF58880E81C142402D78D15790E44B40";"";
"18";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №122 имени Александра Степановича Грина";"Юго-Восточный административный округ";"район Лефортово";"город Москва, Волочаевская улица, дом 14А";"13";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.755986";"37.679143";"880036139";"010100000057276728EED64240EF1D3526C4E04B40";"";
"93";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №151";"Южный административный округ";"район Чертаново Центральное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Центральное, Чертановская улица, дом 27, корпус 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.616554";"37.598923";"880036141";"01010000003EE94482A9CC4240E71BD13DEBCE4B40";"";
"73";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Библиотека №246";"Северо-Западный административный округ";"район Щукино";"город Москва, улица Маршала Конева, дом 16";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.795459";"37.484622";"880036142";"01010000000876FC1708BE42408927BB99D1E54B40";"";
"94";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №19 имени Федора Михайловича Достоевского";"Центральный административный округ";"Басманный район";"город Москва, Чистопрудный бульвар, дом 23, строение 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.760276";"37.646804";"880036143";"010100000004763579CAD2424083F755B950E14B40";"";
"95";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №148 имени Федора Ивановича Тютчева";"Южный административный округ";"Нагорный район";"город Москва, Чонгарский бульвар, дом 10, корпус 2";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.654157";"37.613512";"880036145";"01010000000EDAAB8F87CE424088B9A46ABBD34B40";"";
"96";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №11 имени Дениса Васильевича Давыдова Отдел «Центр детского развития»";"Центральный административный округ";"Пресненский район";"город Москва, Шмитовский проезд, дом 46, корпус 2";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.756108";"37.520015";"880036146";"0101000000F836FDD98FC242403A1F9E25C8E04B40";"";
"1";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №77";"Восточный административный округ";"район Измайлово";"город Москва, 11-я Парковая улица, дом 21";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.794517";"37.805159";"880036147";"0101000000408A3A730FE74240DA8EA9BBB2E54B40";"";
"97";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №132";"Юго-Восточный административный округ";"район Печатники";"город Москва, Шоссейная улица, дом 50";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.679377";"37.721858";"880036148";"0101000000902DCBD765DC4240CA5356D3F5D64B40";"";
"98";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Детская библиотека №156";"Южный административный округ";"район Орехово-Борисово Северное";"город Москва, Домодедовская улица, дом 1, корпус 1";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.616209";"37.706452";"880036149";"0101000000CE18E6046DDA42401C40BFEFDFCE4B40";"";
"99";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №157";"Южный административный округ";"район Чертаново Южное";"город Москва, улица Газопровод, дом 9, корпус 2";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.589982";"37.607341";"880036151";"01010000008D429259BDCD4240459DB98784CB4B40";"";
"100";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №159";"Южный административный округ";"район Нагатино-Садовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатино-Садовники, Нагатинская улица, дом 11, корпус 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.680194";"37.639312";"880036152";"01010000005DF8C1F9D4D14240BC77D49810D74B40";"";
"101";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №162 имени Константина Михайловича Симонова";"Южный административный округ";"район Нагатинский Затон";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, Якорная улица, дом 5, корпус 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.686716";"37.686347";"880036157";"0101000000965AEF37DAD74240E9D1544FE6D74B40";"";
"102";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №165";"Южный административный округ";"район Нагатино-Садовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатино-Садовники, Нагатинская набережная, дом 20, корпус 2";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.681443";"37.655499";"880036158";"0101000000C5C72764E7D34240488B338639D74B40";"";
"103";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №165";"Южный административный округ";"район Нагатинский Затон";"город Москва, проспект Андропова, дом 17, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.682676";"37.667070";"880036159";"01010000004512BD8C62D54240CEE15AED61D74B40";"";
"104";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №125";"Юго-Восточный административный округ";"район Лефортово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, Сторожевая улица, дом 22, корпус 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.765595";"37.711536";"880036160";"01010000009DF6949C13DB4240957D5704FFE14B40";"";
"105";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №131";"Юго-Восточный административный округ";"район Марьино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Братиславская улица, дом 26";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.654310";"37.763728";"880036161";"01010000000E85CFD6C1E142400FB9196EC0D34B40";"";
"74";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Детская библиотека №154";"Южный административный округ";"район Царицыно";"город Москва, улица Медиков, дом 22, корпус 3";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.631717";"37.677858";"880038338";"01010000007EAA0A0DC4D64240E3A9471ADCD04B40";"";
"23";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Центральная библиотека №106";"Юго-Восточный административный округ";"Рязанский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Рязанский, Зарайская улица, дом 56А";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.727192";"37.774292";"880038340";"0101000000F8C610001CE34240D8F4A0A014DD4B40";"";
"38";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №218";"Западный административный округ";"район Очаково-Матвеевское";"город Москва, Нежинская улица, дом 13";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.706431";"37.470976";"880038346";"0101000000B7990AF148BC4240B7F0BC546CDA4B40";"";
"40";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №5 имени Максимилиана Александровича Волошина";"Центральный административный округ";"район Хамовники";"город Москва, Новодевичий проезд, дом 10";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.729873";"37.557520";"880038347";"0101000000D66EBBD05CC74240E09D7C7A6CDD4B40";"";
"201";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №160";"Южный административный округ";"район Бирюлёво Западное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Западное, Медынская улица, дом 11, строение 2";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.581688";"37.649723";"894788624";"0101000000C13A8E1F2AD34240E23C9CC074CA4B40";"";
"202";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №105";"Юго-Восточный административный округ";"район Люблино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, улица Головачёва, дом 3, корпус 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.675355";"37.805591";"894788638";"0101000000D9791B9B1DE7424055185B0872D64B40";"";
"203";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №105";"Юго-Восточный административный округ";"район Люблино";"город Москва, Тихорецкий бульвар, дом 12, корпус 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.677697";"37.774454";"894788649";"0101000000D120054F21E3424075CC79C6BED64B40";"";
"204";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №106";"Юго-Восточный административный округ";"Рязанский район";"город Москва, Шатурская улица, дом 49, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.726847";"37.774360";"894788663";"010100000050AA7D3A1EE342400D198F5209DD4B40";"";
"205";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №107";"Юго-Восточный административный округ";"Нижегородский район";"город Москва, Перовское шоссе, дом 16/2";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.736133";"37.751421";"894788674";"0101000000894336902EE04240D1402C9B39DE4B40";"";
"206";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №109";"Юго-Восточный административный округ";"район Выхино-Жулебино";"город Москва, Ферганский проезд, дом 3, корпус 3";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.695995";"37.826060";"894788686";"010100000052448655BCE94240FB96395D16D94B40";"";
"207";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №109";"Юго-Восточный административный округ";"район Выхино-Жулебино";"город Москва, Волгоградский проспект, дом 191";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.693125";"37.818714";"894788698";"01010000008063CF9ECBE842401F85EB51B8D84B40";"";
"208";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №112";"Юго-Восточный административный округ";"район Кузьминки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кузьминки, Волгоградский проспект, дом 91";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.708191";"37.749400";"894788705";"0101000000ABCFD556ECDF42402829B000A6DA4B40";"";
"209";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №112";"Юго-Восточный административный округ";"район Кузьминки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кузьминки, Жигулёвская улица, дом 6, корпус 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.711417";"37.759668";"894788714";"0101000000ABE80FCD3CE14240C26856B60FDB4B40";"";
"137";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Библиотека №244";"Северо-Западный административный округ";"район Щукино";"город Москва, улица Народного Ополчения, дом 37, корпус 1";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.790570";"37.487748";"894811590";"01010000003F58C6866EBE42407099D36531E54B40";"";
"138";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Библиотека №248";"Северо-Западный административный округ";"район Строгино";"город Москва, улица Маршала Катукова, дом 19, корпус 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.807946";"37.410151";"894811591";"0101000000FAB5F5D37FB442408E7747C66AE74B40";"";
"129";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №186 имени Сергея Александровича Есенина";"Юго-Западный административный округ";"Академический район";"город Москва, улица Кржижановского, дом 15, корпус 5";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.680458";"37.572603";"894811592";"0101000000B64B1B0E4BC942409A266C3F19D74B40";"";
"139";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Библиотека №248";"Северо-Западный административный округ";"район Строгино";"город Москва, улица Маршала Катукова, дом 11, корпус 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.811346";"37.405247";"894811593";"0101000000ACE63922DFB34240C6DE8B2FDAE74B40";"";
"130";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №189 «Патриот»";"Юго-Западный административный округ";"район Южное Бутово";"город Москва, улица Брусилова, дом 27";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.500580";"37.592393";"894811594";"01010000008EB0A888D3CB42400E84640113C04B40";"";
"140";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Библиотека №248";"Северо-Западный административный округ";"район Строгино";"город Москва, улица Твардовского, дом 21, корпус 2";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.795798";"37.403414";"894811595";"0101000000D05FE811A3B34240711C78B5DCE54B40";"";
"131";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №190";"Юго-Западный административный округ";"район Коньково";"город Москва, улица Миклухо-Маклая, дом 40, корпус 1";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.638729";"37.538494";"894811596";"0101000000CE8B135FEDC44240DE0033DFC1D14B40";"";
"141";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №21";"Северный административный округ";"Войковский район";"город Москва, улица Космонавта Волкова, дом 3";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.815822";"37.505921";"894811597";"010100000008AEF204C2C04240BCADF4DA6CE84B40";"";
"162";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №214 имени Юрия Алексеевича Гагарина";"Западный административный округ";"район Тропарёво-Никулино";"город Москва, проспект Вернадского, дом 109";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.662183";"37.483533";"894811598";"0101000000B5C4CA68E4BD4240CC7B9C69C2D44B40";"";
"132";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №196";"Юго-Западный административный округ";"район Зюзино";"город Москва, Симферопольский бульвар, дом 24, корпус 1";"12";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.645812";"37.603262";"894811599";"0101000000B47570B037CD4240A3AEB5F7A9D24B40";"";
"163";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №37";"Северный административный округ";"район Восточное Дегунино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Дегунино, Дубнинская улица, дом 16, корпус 1";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.868829";"37.562919";"894811600";"010100000005A6D3BA0DC842407F68E6C935EF4B40";"";
"142";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №23";"Северный административный округ";"Тимирязевский район";"город Москва, Астрадамская улица, дом 4";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.811730";"37.565946";"894811601";"0101000000A8A624EB70C842404E97C5C4E6E74B40";"";
"133";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Библиотека №227";"Северо-Западный административный округ";"район Северное Тушино";"город Москва, улица Героев Панфиловцев, дом 12, корпус 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.858771";"37.429672";"894811602";"0101000000E200FA7DFFB6424069E04735ECED4B40";"";
"164";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №41";"Северный административный округ";"Хорошёвский район";"город Москва, Хорошёвское шоссе, дом 17";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.775854";"37.531693";"894811603";"01010000008D4127840EC44240433C122F4FE34B40";"";
"143";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №24";"Северный административный округ";"район Сокол";"город Москва, Новопесчаная улица, дом 23, корпус 7";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.792989";"37.512999";"894811604";"0101000000BBF083F3A9C142403B8BDEA980E54B40";"";
"134";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Библиотека №232";"Северо-Западный административный округ";"район Покровское-Стрешнево";"город Москва, 2-й Тушинский проезд, дом 8";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.835174";"37.418973";"894811605";"0101000000197442E8A0B54240193C4CFBE6EA4B40";"";
"144";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №31";"Северный административный округ";"район Аэропорт";"город Москва, Балтийская улица, дом 4";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.807542";"37.512964";"894811606";"01010000003E03EACDA8C14240BE1248895DE74B40";"";
"135";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Библиотека №235";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"город Москва, улица Демьяна Бедного, дом 16";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.776725";"37.488763";"894811607";"0101000000573F36C98FBE4240287E8CB96BE34B40";"";
"145";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №33";"Северный административный округ";"район Беговой";"город Москва, 1-й Боткинский проезд, дом 4";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.782972";"37.556972";"894811608";"0101000000D464C6DB4AC7424084D72E6D38E44B40";"";
"136";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Детская библиотека №238";"Северо-Западный административный округ";"район Митино";"город Москва, улица Барышиха, дом 21";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.844834";"37.347494";"894811609";"010100000032C7F2AE7AAC42404146408523EC4B40";"";
"146";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №36";"Северный административный округ";"район Беговой";"город Москва, улица Правды, дом 11";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.785837";"37.578253";"894811610";"01010000002DE8BD3104CA42404E7E8B4E96E44B40";"";
"147";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №39";"Северный административный округ";"Тимирязевский район";"город Москва, Дмитровское шоссе, дом 25, корпус 1";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.825108";"37.571228";"894811611";"01010000009D47C5FF1DC9424080D591239DE94B40";"";
"148";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №40";"Северный административный округ";"Савёловский район";"город Москва, 1-я Хуторская улица, дом 2, корпус 2";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.802012";"37.566889";"894811612";"010100000028BB99D18FC84240F17F4754A8E64B40";"";
"149";"Государственное бюджетное учреждение культуры города Москвы «Центральная городская молодежная библиотека имени Михаила Аркадьевича Светлова»";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Большая Садовая улица, дом 1";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.766309";"37.590623";"894811613";"0101000000F9A1D28899CB4240B3D0CE6916E24B40";"";
"210";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №114";"Юго-Восточный административный округ";"район Текстильщики";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Текстильщики, Саратовская улица, дом 18/10";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.715748";"37.741297";"894811614";"0101000000BCCFF1D1E2DE4240B51666A19DDB4B40";"";
"150";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №8 имени Антона Павловича Чехова";"Центральный административный округ";"Тверской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Большая Дмитровка, дом 23, строение 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.765985";"37.610021";"894811615";"0101000000C66F0A2B15CE4240001DE6CB0BE24B40";"";
